,text,Sentiment,created_at
2208,"@aveekmitra In most companies, one has to fill timesheet everyday while doing WFH. Organizing and conducting webina… https://t.co/qqUwsGfSHn",negative,04-20
2209,"Going onto week 5 of WFH, I cannot believe how fast time is moving 😭",positive,04-20
2210,Trailing a few necessary interventions while working from home... So far so good... although clean mugs are becomin… https://t.co/n1GX77lndg,positive,04-20
2211,Here are my top tips #wfh #lockdown #Coronavirus - Tips for Working from Home for Extended Periods… https://t.co/4xCZJFRg8Y,positive,04-20
2212,@piyushsukul @ankitschhabra @RubikaLiyaquat @sambitswaraj Bhai sahab aap kaunse basha likh rhe ho . abi mujhe cervi… https://t.co/hgMcrGg4KM,positive,04-20
2213,"RT @lailahrhmtl: Tidak ada yg berkembang dari diriku di semester 6 ini, kecuali berat badan dan kebodohanku #WFH",positive,04-20
2214,"Tidak ada yg berkembang dari diriku di semester 6 ini, kecuali berat badan dan kebodohanku #WFH",positive,04-20
2215,@raturantilia @FirstMediaCares Oyaaa? sejak WFH gini dia malah sering bgt gangguan yaa kzlll,positive,04-20
2216,@luciemorrismarr No one mentions pressure WFH parents are struggling with when Employers are watching their every k… https://t.co/KXIEUfP2yI,positive,04-20
2217,"RT @deemadigan: It’s 8.45. Guess I’d better get up. I have to be at work in 15 minutes.

#wfh",positive,04-20
2218,"#WFH mum, school teacher mum, housekeeper mum, all rolled into one, this week we hear from a real-life #supermom.
A… https://t.co/LW9J5UWWEl",positive,04-20
2219,"RT @hcltech: As working from home becomes the new normal, Maninder Singh, our CVP and Global Head of CyberSecurity &amp; GRC Business, writes o…",positive,04-20
2220,"RT @RMIT: We've had to move quickly to adapt to working from home in the last few weeks.

Entrepreneurship and Innovation Lecturer @jwaters…",positive,04-20
2221,"Day 25 (or 11 of 21 again)
Homeschooling day. With WFH. Like the weather it's dark, moody and cloudy. Too early to… https://t.co/WbHe7HfwRy",positive,04-20
2222,Starting the week with a positive attitude will make it a lot easier to fight of any negativity the week ahead may… https://t.co/w5ZSUMIDsw,positive,04-20
2223,"Working from home set up. Like my stand up desk solution?! Works really well! 🤣 #mumlife #wfh huggiesau @ Sydney, A… https://t.co/IXBap2EaAC",positive,04-20
2224,RT @Omkar_Raii: The #IT behemoth @TCS planning to bring disruptive changes in #WFH culture targeting only 25% workforce to be in office by…,positive,04-20
2225,"@_brownelephant Following @_brownelephant 

#wfh
#deskgiveaway
#giveaway
#brownelephantfurniture
#ContestAlert 

Ta… https://t.co/FPJrOE5Sl1",positive,04-20
2226,"RT @EKing_Sci: Man. This is such a personal subject for me. 

This was meant to be a short listacle of tips but grew into so much more. 

I…",positive,04-20
2227,"Day 25 plans
* WFH, life as usual minus traveling 
* Gym 
* Continue uploading to Google Photos 

Keeping it simple...",positive,04-20
2228,I’ve never been one to WFH but today I officially started my PhD  from home 🤓 it’s not ideal to start during a pand… https://t.co/Lhfzn4zk5D,positive,04-20
2229,Need to make some WFH video content? Use your phone's camera! Here's some quick tips on how to make your content be… https://t.co/g0OcUxUbJo,positive,04-20
2230,"RT @willhl: Problem: Show change in pedestrian traffic at multiple locations over time due to #covid19 #stayathome.
Solution: 3D animated m…",positive,04-20
2231,Wonder if bullying in the workplace has been reduced #ausbiz #WFH,positive,04-20
2232,"RT @RMIT: We've had to move quickly to adapt to working from home in the last few weeks.

Entrepreneurship and Innovation Lecturer @jwaters…",positive,04-20
2233,"Problem: Show change in pedestrian traffic at multiple locations over time due to #covid19 #stayathome.
Solution: 3… https://t.co/BPAa4HG07O",positive,04-20
2234,"Sab ka WFH chal raha hai
Hamara WTF chal raha hai 🤷‍♂️",positive,04-20
2235,@PMOIndia @narendramodi All technology companies should re think and evaluate the work done during lockdown and see… https://t.co/gEeY2nTqqe,positive,04-20
2236,"Excited to b invited fr #TEDCircles chat today 'A Changing World' 
#tedcircles #tedtalks #tedx #tedxtalks #author… https://t.co/iIEFB9CuIZ",positive,04-20
2237,RT @Omkar_Raii: The #IT behemoth @TCS planning to bring disruptive changes in #WFH culture targeting only 25% workforce to be in office by…,positive,04-20
2238,"RT @xplore4success: Virtual Workshop WFH: Connecting and Caring
https://t.co/5XAmaI0O5g
Thursday 23 April @ 10am (Virtual attendance - via…",positive,04-20
2239,StaySafeOnline: Great new resource from Proven_Data on #WFH security https://t.co/IPXtqJ71Pa #Cybersecurity,positive,04-20
2240,StaySafeOnline: 📢Linksys asks users to reset passwords after hackers hijacked home routers last month… https://t.co/Z8qhypMb2f,positive,04-20
2241,"Incredible Status about Remote Working [An Infographic]
#remoteworking #wfh #Covid19India 
https://t.co/7FR2My1ne4",positive,04-20
2242,"“Hello! It’s me.”
“Hello! Can you hear me?”
Drop your ratings in the comments below.

#magicpin #QuarantineLife… https://t.co/WSnclYMYR4",positive,04-20
2243,"@IGottaNumBum Exactly the same sort of WFH, but maybe my partner (essential worker) will bring home takeaways from a local restaurant.",positive,04-20
2244,"Man. This is such a personal subject for me. 

This was meant to be a short listacle of tips but grew into so much… https://t.co/kdIKLuK501",positive,04-20
2245,@MahindraExp #LearnGrowRise being from lucknow biryani is always the 1st thing on my mind in terms of food. In this… https://t.co/LFGG16Nplj,positive,04-20
2246,"@mdyaseendn2 @JioCare right bro, i hv also faced the same excuses but now they r seeing the situation so ambani sho… https://t.co/iYrZ3zHin0",positive,04-20
2247,"A month after #India went into a nationwide #lockdown, our #homes continue to serve as #offices. With… https://t.co/lwN4yRszdF",positive,04-20
2248,"RT @tseenster: I should also flag that @researchwhisper (me and @jod999) are hosting the #virtualnotviral tweetchat next week, which is foc…",positive,04-20
2249,Are you more satisfied with your daily accomplishments if you divide your WFH days into doing small chunks of multi… https://t.co/UoWQ0hfWh1,positive,04-20
2250,@subtanyarl ada corona gada corona sama aja hidup gua kerja trs rebahan dah gitu aja skrg jg kerja maah tetep krrja… https://t.co/Tc4I6PYZbR,positive,04-20
2251,RT @QUT: #QUT Professor of #Neuroscience Dr Selena Bartlett shares five tricks to instantly boost your mood while stuck at home: https://t.…,positive,04-20
2252,RT @ETPanache: #Lockdown blues can get overwhelming. @NeerjaBirla suggests including a daily #fitness regime as it can give a sense of well…,positive,04-20
2253,RT @Omkar_Raii: The #IT behemoth @TCS planning to bring disruptive changes in #WFH culture targeting only 25% workforce to be in office by…,positive,04-20
2254,"Stuck at home due to the pandemic?  Does your productivity routine need some revamping to adjust to this ""new norma… https://t.co/OEk3lB8Jec",positive,04-20
2255,@itsyerdad are you the WFH po-po? smh,positive,04-20
2256,"Great point

Electricians are essential, but he needs parts to repair fan which aren’t seen essential

WFH is essen… https://t.co/MO0vZmPB7E",positive,04-20
2257,"@bommanahallips : Hi, I need to visit Wipro Sarjapur offic to get few desktop allocated for my employees to enable… https://t.co/JoeV1ZH0Nh",positive,04-20
2258,Hopefully monitors come down in price and back into stock soon. Mum is going to want hers back I imagine and I'm on… https://t.co/3lFXGIlDQR,positive,04-20
2259,"Shout out to Matt @SharedspaceNZ for managing @Thenbr sublease. We learnt from the lock down, that we are just as g… https://t.co/tD1cPxKpco",negative,04-20
2260,"#Quarantine days..
#WFH https://t.co/SzPRPtrRK1",negative,04-20
2261,My #WFH CEO has a problem with the work habits of the new employee. @jopatten #petsoflatrobe https://t.co/L50Ljvsq4O,negative,04-20
2262,D-2 🔥 Good #design CAN be taught! Join our Design 101 FREE #webinar on Wednesday! Register here to attend 👉… https://t.co/56Y3q7ws7t,negative,04-20
2263,"RT @RMIT: We've had to move quickly to adapt to working from home in the last few weeks.

Entrepreneurship and Innovation Lecturer @jwaters…",negative,04-20
2264,wfh half day sebb internet connection kt laptop office tadak. Ibu g klinik huhuhuu.,negative,04-20
2265,RT @SarvOfficial: There is no denying that people hate #Monday. We even start to experience its wrath from Sunday evening. But when it is #…,negative,04-20
2266,@zdaniel @PatsKarvelas @abcnews How parents have positively disrupted gender norms as part of new home arrangements… https://t.co/xpRWnxViig,negative,04-20
2267,"RT @GenomeStability: While I was on Easter break, the final pdf of our latest paper was published! Why not learn about the function of FANC…",negative,04-20
2268,I just subscribed to Brianne Kimmel's Newsletter https://t.co/JsnuTmeDdP because Touchgram is about better ways to… https://t.co/QIrYRStr6e,negative,04-20
2269,My new - WFH. https://t.co/356YLJsKF7,positive,04-20
2270,RT @NIUA_India: The COVID-19 pandemic has already significantly altered urban life. With unprecedentedly low levels of people on roads &amp; WF…,positive,04-20
2271,I feel like my WFH attire (hoodie and short shorts) is counterintuitive,positive,04-20
2272,"Those with old laptops, slow phones, and no earphones are facing a hard time with WFH. Why do we even make announce… https://t.co/glqeV63YbX",positive,04-20
2273,RT @Omkar_Raii: The #IT behemoth @TCS planning to bring disruptive changes in #WFH culture targeting only 25% workforce to be in office by…,positive,04-20
2274,@sxetia I don't even get the motivation to get in working clothes while WFH so I respect this,positive,04-20
2275,The COVID-19 pandemic has already significantly altered urban life. With unprecedentedly low levels of people on ro… https://t.co/CkLUZQaOYf,positive,04-20
2276,"RT @superchubbyy: WFH ของแม่กุคือ กุพาไปทำงาน 8:30 - 16:30 น. และกูเช็คใบยืมเครื่องแก้ว เบรกเกอร์เอง 

แมมม๊ https://t.co/8FLhxYjEvp",positive,04-20
2277,"WFH goals.
Ample space on desk, storage shelves on wall and comfortable seat.. all sorted with our popular Bok dini… https://t.co/lM7j2tuiqK",positive,04-20
2278,"RT @The_Be_One: Get brilliant outcomes from any circumstance; https://t.co/CnF9fqGZTt

Webinar | Quantum Transformation | 25 April | 3PM IS…",positive,04-20
2279,So is pinching your wife’s butt when she’s working from home sexual harassment in the workplace? I’d say it isn’t b… https://t.co/t1GeuGtWsl,positive,04-20
2280,RT @ETPanache: #Lockdown blues can get overwhelming. @NeerjaBirla suggests including a daily #fitness regime as it can give a sense of well…,positive,04-20
2281,RT @ETPanache: How the @TheobromaIndia founder turned her passion for home catering into a successful business. #REUP #Coronavirus #Lockdow…,positive,04-20
2282,RT @ETPanache: #BhavinTurakhia feels online games &amp; other virtual activities can keep employees motivated during these testing times. @Floc…,positive,04-20
2283,Fun experiments you can do with things lying around the house for all you wonderful people out there working at hom… https://t.co/LqFaOQEjyh,positive,04-20
2284,"Master 8 and Ms 11 came up with a fitness circuit for PE at home 1 min per exercise, 15 s rest in between, 2x reps… https://t.co/n2TshgLVbm",positive,04-20
2285,#Weddings go online in India!  This couple used @ShaadiDotCom's  latest feature #WFH - Wedding From Home and got ma… https://t.co/94gJO7ULgS,positive,04-20
2286,"When the going gets tough, the tough get going. Be the tough with top 3 tips for your business to ensure your busin… https://t.co/RzW1UVoozB",positive,04-20
2287,RT @DynamicCIO: Here are 65+ #startups enabling the #remote workforce. Worldwide #socialdistancing is normalizing #remotework at an unprece…,positive,04-20
2288,"@One0991 Iya, kmrin aja diceritain klo ada tmen kantor yg dgangguin..jdinya skrg gak berani sendirian di kantor pas… https://t.co/bFgOkK16mD",positive,04-20
2289,"@bounceshare  team, be honestly I am telling u guys urs WFH team  doing worst job Am calling today morning hourly R… https://t.co/SRVakHkYKc",negative,04-20
2290,RT @DrLachie: Another #WFH maths class. #GottaCatchEmAll https://t.co/y4EDBOzNIK,negative,04-20
2291,RT @Omkar_Raii: The #IT behemoth @TCS planning to bring disruptive changes in #WFH culture targeting only 25% workforce to be in office by…,negative,04-20
2292,"RT @netizen_bali: WFH tapi bisa kerja setelah anak-anak tidur siang dan tidur pada malam hari, ini sih NFH namanya. Ngempu From Home.",negative,04-20
2293,RT @Omkar_Raii: The #IT behemoth @TCS planning to bring disruptive changes in #WFH culture targeting only 25% workforce to be in office by…,negative,04-20
2294,"Are your remote workers engaged workers?
#WFH #communication
https://t.co/6bVyEotXGs https://t.co/EjrJgJzQ10",negative,04-20
2295,"RT @arifkhan7: REMOTE JOBS IN INDIA, 2020: 💻

Starting a thread of work from home (#WFH) jobs in India hiring primarily in the digital mark…",negative,04-20
2296,"WEBINAR: Work At Home: A WFM Perspective
Presented by: Paul Chance, NICE
Thursday, May 14th at 10:00 a.m. ET / 3:00… https://t.co/11UdjmKbSD",negative,04-20
2297,RT @Omkar_Raii: The #IT behemoth @TCS planning to bring disruptive changes in #WFH culture targeting only 25% workforce to be in office by…,negative,04-20
